id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
FfPQwkyj,False,2017-09-01 15:33:20,2017-09-01 15:33:20,65,resign,white,5+5,sheshengy,1984,total_chess,2050,1. e4 c5 2. Nc3 e6 3. d3 d5 4. exd5 exd5 5. d4 Nc6 6. Be3 Nf6 7. Bb5 cxd4 8. Bxd4 Be7 9. Nge2 O-O 10. O-O a6 11. Bd3 Nxd4 12. Nxd4 Bg4 13. Qd2 Re8 14. Rfe1 Qd7 15. Qf4 Bd6 16. Qg5 h6 17. Qd2 Qc7 18. h3 Bh5 19. Nf5 Bf4 20. Ne3 d4 21. Ncd5 Bxe3 22. Nxc7 Bxd2 23. Rxe8+ Rxe8 24. Nxe8 Nxe8 25. g4 Bg6 26. Bxg6 fxg6 27. Rd1 Bf4 28. Rxd4 g5 29. Rd8 Kf7 30. Rd7+ Ke6 31. Rxb7 Nd6 32. Rxg7 Nc4 33. b3,B23,Sicilian Defense: Closed,4
jTvyCsWT,False,2017-09-01 15:33:20,2017-09-01 15:33:20,62,mate,black,5+5,total_chess,2050,mr_pablo,1627,1. Nf3 d5 2. Nd4 e5 3. Nf3 e4 4. Ng1 Bc5 5. e3 Bf5 6. d4 Bd6 7. c4 dxc4 8. Nc3 Be6 9. d5 Bf5 10. Bxc4 Ne7 11. Qd4 c5 12. Qxg7 Rg8 13. Qh6 Rxg2 14. Nb5 Be5 15. Ne2 Bg7 16. Qh4 Ng6 17. Qh5 Bg4 18. Qxh7 Qf6 19. Nc7+ Kd8 20. Qg8+ Kxc7 21. Rf1 Ne7 22. Qe8 Bd7 23. d6+ Kxd6 24. Qd8 Nbc6 25. Qxa8 Bh3 26. Qxb7 Rxh2 27. Nf4 Bxf1 28. Bxf1 Qh4 29. Be2 Qxf2+ 30. Kd2 Nd5 31. Nxd5 Qxe2#,A06,Reti Opening,2
qn5XNlhr,False,2017-09-01 15:33:20,2017-09-01 15:33:20,62,resign,black,5+5,mr_pablo,1627,total_chess,2050,1. e4 e6 2. d4 Bb4+ 3. Nc3 Bf8 4. Bd2 Be7 5. Qf3 Bf8 6. Bc4 Be7 7. Nge2 Bf8 8. O-O-O Be7 9. Nf4 Bf8 10. Rhe1 Be7 11. d5 e5 12. d6 Bxd6 13. Nfd5 Nf6 14. Nxf6+ Qxf6 15. Qxf6 gxf6 16. Nd5 Kd8 17. Nxf6 Nc6 18. Bg5 Be7 19. h4 h6 20. Nxd7 Bxd7 21. Bxe7+ Kxe7 22. Rd5 Rad8 23. Rb5 Bc8 24. Rf1 a6 25. Rb3 b5 26. Bd3 Nd4 27. Rc3 Kd6 28. f4 f6 29. fxe5+ fxe5 30. Rf6+ Be6 31. Be2 Nxe2+,C00,French Defense: Normal Variation,3
eJgE3AVx,False,2017-09-01 15:33:20,2017-09-01 15:33:20,42,mate,black,5+5,total_chess,2050,mr_pablo,1627,1. Nf3 c6 2. Nc3 d5 3. Ng1 Nf6 4. Nb1 e5 5. Nc3 Bd6 6. Nb1 Bf5 7. Nc3 Nbd7 8. Nb1 O-O 9. Nf3 e4 10. Ng1 Qa5 11. Nc3 d4 12. Nb1 e3 13. c3 exd2+ 14. Bxd2 dxc3 15. Nxc3 Ne4 16. Nxe4 Qxd2+ 17. Nxd2 Bb4 18. Nf3 Nc5 19. a3 Ba5 20. b4 Rfe8 21. bxa5 Nd3#,A04,Zukertort Opening: Slav Invitation,2
YNQ5pxFn,False,2017-09-01 15:33:20,2017-09-01 15:33:20,42,resign,black,5+5,mr_pablo,1627,total_chess,2050,1. e4 Nf6 2. Nc3 Ng8 3. Nf3 Nc6 4. Bc4 Nb8 5. O-O e6 6. d4 Bb4 7. Bd2 Bf8 8. Re1 Qe7 9. d5 Qd8 10. dxe6 dxe6 11. Bb5+ c6 12. Bc4 Nf6 13. Bg5 Be7 14. Qxd8+ Bxd8 15. Rad1 O-O 16. Ne5 Nbd7 17. Re3 Nxe5 18. f4 Nxc4 19. Rh3 Nxb2 20. Rf1 e5 21. fxe5 Bxh3,B02,Alekhine Defense,2
WQTHwpKc,False,2017-09-01 12:46:40,2017-09-01 15:33:20,158,draw,draw,5+5,megatirfan,1617,total_chess,2050,1. d4 Nf6 2. Nf3 g6 3. Bf4 d6 4. e3 Bg7 5. Be2 Nbd7 6. O-O O-O 7. Nbd2 Re8 8. h3 e5 9. dxe5 dxe5 10. Bh2 e4 11. Nd4 c5 12. Nb5 Ne5 13. Bxe5 Rxe5 14. Nc4 Re8 15. Nbd6 Re6 16. Nxe4 Qxd1 17. Nxf6+ Bxf6 18. Raxd1 b5 19. Nd6 Bxb2 20. Nxb5 Ba6 21. Rb1 Be5 22. Bd3 Rc8 23. Nxa7 c4 24. Be2 Rc5 25. f4 Bd6 26. a4 Rxe3 27. Kf2 Bxf4 28. Rb6 Bc8 29. Nxc8 Rxc8 30. Rfb1 Rce8 31. Bxc4 R3e4 32. Bd3 Be3+ 33. Kf1 Rxa4 34. Bb5 Bxb6 35. Bxa4 Ba5 36. c4 Rc8 37. Rb5 Bd8 38. c5 Be7 39. Kg1 Rxc5 40. Rxc5 Bxc5+ 41. Kh2 Kg7 42. Bb3 f6 43. Kg3 Kf8 44. Kf4 Ke7 45. g4 h6 46. Bc2 g5+ 47. Kf5 Bd4 48. Bb3 Kf8 49. Kg6 Be5 50. Kxh6 Ke7 51. Kg6 Kd6 52. Kf5 Kc5 53. Bc2 Kd4 54. Be4 Ke3 55. Bg2 Kf2 56. Bc6 Kg3 57. Bd7 Kxh3 58. Kg6 Kg3 59. Bf5 Kf4 60. Kh6 Bd4 61. Kg6 Ke5 62. Kh6 Kd6 63. Kg6 Ke7 64. Kg7 Ke8 65. Kg6 Kf8 66. Kh5 Kg7 67. Bg6 Be3 68. Bf5 Bf4 69. Bg6 Bd2 70. Bf5 Be3 71. Bg6 f5 72. Bxf5 Kf6 73. Bg6 Bf4 74. Bf5 Ke5 75. Kh6 Kf6 76. Bg6 Be5 77. Bf5 Bf4 78. Kh5 Be5 79. Kh6 Bf4,A48,London System,5
ndZRhK6w,False,2017-09-01 10:00:00,2017-09-01 10:00:00,31,resign,white,5+5,total_chess,2050,denapoli,1852,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 c5 7. Be2 cxd4 8. Qxd4 Qxd4 9. Nxd4 Bb4 10. Nb5 Bxc3+ 11. bxc3 Na6 12. Nd6+ Ke7 13. Ba3 Bd7 14. Nxb7+ Ke8 15. c5 Ne4 16. Bxa6,B01,Scandinavian Defense: Marshall Variation,6
RkhniADk,False,2017-09-01 10:00:00,2017-09-01 10:00:00,46,resign,black,5+5,superiority,1981,total_chess,2050,1. c4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d6 6. Nc3 e5 7. d3 c6 8. Rb1 h6 9. b4 Be6 10. b5 Qc7 11. h3 Nbd7 12. Be3 Rad8 13. bxc6 bxc6 14. Qd2 Kh7 15. Rb4 d5 16. cxd5 cxd5 17. Na4 d4 18. Nxd4 exd4 19. Bxd4 Nd5 20. Rc1 Qa5 21. Bxg7 Kxg7 22. Qb2+ N7f6 23. Rc5 Qxb4,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
y9jJdqti,False,2017-09-01 10:00:00,2017-09-01 10:00:00,20,resign,black,5+5,total_chess,2050,superiority,1981,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Bd3 Qxd4 6. Nf3 Qb6 7. Be3 Qxb2 8. Bd4 Qa3 9. Bc5 Qa5+ 10. Ned2 Qxc5,B15,Caro-Kann Defense: Alekhine Gambit,9
yC4TNsVZ,False,2017-09-01 15:33:20,2017-09-01 15:33:20,73,mate,white,10+5,caernarfon,1901,snaek161616,1164,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Nf6 6. O-O Nxe4 7. Re1 d5 8. d3 Nxf2 9. Kxf2 Bc5+ 10. Kf1 Bg4 11. Nxe5 Bxd1 12. Nxc6+ Be7 13. Nxd8 Rxd8 14. Rxd1 O-O 15. Nc3 c6 16. Re1 Bc5 17. Be3 Bd6 18. Kg1 Rde8 19. Re2 Re6 20. Rae1 Rfe8 21. a4 b4 22. Nb1 Re5 23. d4 Re4 24. Nd2 R4e6 25. Nf3 h6 26. Kf2 a5 27. c4 dxc4 28. Bxc4 Re4 29. b3 R8e7 30. d5 c5 31. Bb5 Kh8 32. Bg5 hxg5 33. Rxe4 Rxe4 34. Rxe4 f6 35. Re8+ Kh7 36. Bd3+ Kh6 37. Rh8#,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
sfAQRL4r,False,2017-08-27 18:53:20,2017-08-27 18:53:20,35,mate,white,11+5,snaek161616,1164,a_raccoon,1435,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nc6 5. Nf3 f6 6. Be3 Bg4 7. h3 Bxf3 8. Qxf3 Nxd4 9. Bxd4 Qxd4 10. Rd1 Qb4 11. b3 e5 12. Bc4 Ne7 13. O-O Nc6 14. Nd5 Qa5 15. Nxf6+ gxf6 16. Qxf6 Nd8 17. Rxd8+ Rxd8 18. Qf7#,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
73yrL8pJ,False,2017-08-27 18:53:20,2017-08-27 18:53:20,71,outoftime,white,10+0,a_raccoon,1435,snaek161616,1164,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 h6 5. O-O Nf6 6. Qe2 O-O 7. Nc3 d6 8. Be3 Bg4 9. Bxc5 dxc5 10. h3 Bh5 11. Qe3 Nd4 12. Nxe5 Nxc2 13. Qxc5 Nxa1 14. Rxa1 b6 15. Qe3 Re8 16. Nc6 Qd7 17. Bb5 Qe6 18. e5 Nd5 19. Nxd5 Qxd5 20. Nd4 Re7 21. Bc6 Qd8 22. Bxa8 Qxa8 23. e6 Qf8 24. exf7+ Rxf7 25. Qe5 Bg6 26. Ne6 Qe8 27. d4 Qd7 28. Re1 c5 29. Ng5 Rf5 30. Qe8+ Bxe8 31. Rxe8+ Qxe8 32. Nf3 Rxf3 33. gxf3 Qe1+ 34. Kg2 Qe5 35. Kf1 Qxd4 36. Kg2,C50,Italian Game: Giuoco Pianissimo,7
TWpQfwRs,False,2017-08-27 18:53:20,2017-08-27 18:53:20,46,resign,white,11+5,snaek161616,1164,a_raccoon,1435,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. Nc3 Bd6 5. O-O a6 6. Ba4 b5 7. Bb3 O-O 8. d3 Bb7 9. Bg5 Nd4 10. Nxd4 exd4 11. Ne2 c5 12. Qd2 h6 13. Bh4 Nxe4 14. dxe4 Qxh4 15. Ng3 Bxe4 16. c3 Bxg3 17. fxg3 Qe7 18. cxd4 cxd4 19. Qxd4 Rad8 20. Rae1 Rfe8 21. Rxf7 Qe5 22. Re7+ Kf8 23. Rxe5 Rxe5,C48,Four Knights Game: Spanish Variation,7
33CuQ7Wv,False,2017-08-24 18:40:00,2017-08-24 18:40:00,52,resign,black,10+5,snaek161616,1164,caernarfon,1901,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. Nc3 Bc5 5. O-O O-O 6. d3 a6 7. Ba4 b5 8. Bb3 Na5 9. Bd5 c6 10. Bb3 Bb7 11. Bg5 Re8 12. Qd2 Nxb3 13. axb3 d5 14. b4 Bxb4 15. Rfe1 d4 16. Rab1 h6 17. Bh4 dxc3 18. bxc3 Ba5 19. h3 Qd6 20. Qe3 Bxc3 21. Re2 c5 22. Bg3 Rac8 23. Rd1 c4 24. Kh1 Nxe4 25. Kh2 Nxg3 26. fxg3 e4,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
H8ZbC9Nb,True,2017-08-11 22:20:00,2017-08-11 22:20:00,52,outoftime,black,10+0,snaek161616,1245,labg141,1228,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nb4 4. O-O Nf6 5. Nc3 c6 6. Bc4 Bc5 7. d3 Ng4 8. Bg5 Qb6 9. Qd2 O-O 10. h3 Ne3 11. Rfc1 Nexc2 12. Rxc2 Nxc2 13. Qxc2 d5 14. exd5 Bf5 15. Re1 f6 16. Bd2 Bxf2+ 17. Kh1 Bxe1 18. Bxe1 Rad8 19. dxc6+ Kh8 20. cxb7 Qxb7 21. Qe2 Rde8 22. Nh4 e4 23. Nxf5 exd3 24. Qd2 Qd7 25. Bxd3 Rxe1+ 26. Kh2 Qc7+,C60,Ruy Lopez,5
c97bIIYV,True,2017-08-11 22:20:00,2017-08-11 22:20:00,70,outoftime,black,10+0,vinhancock,1287,snaek161616,1099,1. e4 c5 2. e5 Nc6 3. f4 d6 4. Nf3 Bg4 5. h3 Bxf3 6. Qxf3 dxe5 7. Bb5 Qd6 8. Nc3 a6 9. Ne4 Qh6 10. Bxc6+ Qxc6 11. f5 Rd8 12. d3 b5 13. Bg5 f6 14. Nxf6+ Qxf6 15. Bxf6 exf6 16. Qc6+ Rd7 17. O-O-O Bd6 18. Rhe1 Ne7 19. Qa8+ Rd8 20. Qb7 O-O 21. d4 Rb8 22. Qd7 Rbd8 23. Qe6+ Kh8 24. dxe5 fxe5 25. f6 gxf6 26. Rxd6 Rxd6 27. Qxd6 Re8 28. Qd7 Rg8 29. Qxe7 Rxg2 30. Qe8+ Kg7 31. Qe7+ Kg6 32. Re3 Kf5 33. Qd7+ Kf4 34. Qd3 Kg5 35. Rf3 Kh6,B20,Sicilian Defense,2
nQNTkDIK,False,2017-08-11 22:20:00,2017-08-11 22:20:00,49,resign,white,10+15,caernarfon,1866,snaek161616,1099,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. Nf3 dxc4 5. a4 Bf5 6. Bg5 e6 7. e3 Bg4 8. h3 Bh5 9. g4 Bg6 10. Ne5 Bb4 11. Nxg6 hxg6 12. Bxc4 Nbd7 13. Qb3 a5 14. O-O-O Rc8 15. Kb1 b6 16. Na2 c5 17. dxc5 Rxc5 18. Nxb4 axb4 19. Bxf6 Qxf6 20. Bb5 Rd5 21. Rxd5 exd5 22. Qxd5 Qe7 23. Qa8+ Qd8 24. Qxd8+ Kxd8 25. Rd1,D17,Slav Defense: Czech Variation,10
YcFsnSyR,True,2017-08-10 18:33:20,2017-08-10 21:20:00,75,resign,white,10+0,alihasanzadeh,1211,snaek161616,1230,1. e4 c5 2. Bb5 Nf6 3. Nc3 Nc6 4. Bxc6 bxc6 5. e5 Nd5 6. Nxd5 cxd5 7. Qf3 d6 8. Qxd5 Be6 9. Qc6+ Bd7 10. Qd5 Be6 11. Qc6+ Bd7 12. Qb7 dxe5 13. Qd5 Rc8 14. Nf3 e4 15. Ng5 e6 16. Qxe4 Bc6 17. Qf4 f6 18. Nxe6 Qd5 19. Qc7 Qe4+ 20. Kf1 Qxe6 21. Qg3 g6 22. h4 Bd6 23. Qe3 Qxe3 24. dxe3 O-O 25. Rh3 Rb8 26. c4 Be5 27. f4 Bxb2 28. Bxb2 Rxb2 29. Rg3 Rd8 30. h5 Kg7 31. hxg6 hxg6 32. f5 g5 33. a4 Rdd2 34. Rg4 Bxg2+ 35. Kg1 Rf2 36. e4 Rf4 37. Rxg2 Rxe4 38. Rxb2,B20,Sicilian Defense,2
3zUeArOl,True,2017-08-10 18:33:20,2017-08-10 18:33:20,61,mate,white,10+0,diz_stack,1344,snaek161616,1500,1. e4 c5 2. Nf3 d6 3. Bc4 e6 4. a4 Nf6 5. Bb5+ Bd7 6. Nc3 Nc6 7. d3 g6 8. Bg5 Bg7 9. e5 Nxe5 10. Nxe5 Bxb5 11. Nxf7 Kxf7 12. Nxb5 a6 13. Nc3 Qa5 14. O-O Rad8 15. Qf3 d5 16. Rfe1 Rhf8 17. Rad1 d4 18. Qxb7+ Nd7 19. Bxd8 Rxd8 20. Qf3+ Ke7 21. Ne4 Qxa4 22. Ng5 Rf8 23. Rxe6+ Kd8 24. Qa8+ Kc7 25. Qxa6 Qxc2 26. Qc6+ Kd8 27. Nf7+ Rxf7 28. Qa8+ Kc7 29. Qc6+ Kd8 30. Qa8+ Kc7 31. Rc6#,B50,Sicilian Defense,4
YDr0Gbb8,False,2017-08-10 15:46:40,2017-08-10 15:46:40,41,resign,white,10+10,caernarfon,1834,snaek161616,1500,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bf4 g6 7. Bc4 b5 8. Bb3 c5 9. Ndxb5 axb5 10. Nxb5 Nxe4 11. O-O Qh4 12. Nxd6+ Bxd6 13. Bxd6 Nd7 14. Bxf7+ Kxf7 15. Qd5+ Kg7 16. Be5+ Nxe5 17. Qxe5+ Kg8 18. Qd5+ Kg7 19. Qxa8 Rf8 20. g3 Qf6 21. Qxe4,C41,Philidor Defense: Exchange Variation,8
bkePgHvV,False,2017-08-10 15:46:40,2017-08-10 15:46:40,46,resign,black,10+10,snaek161616,1500,caernarfon,1834,1. d4 d5 2. Nc3 Nf6 3. Bg5 c6 4. e3 Bf5 5. Bd3 Bxd3 6. Qxd3 e6 7. Nf3 Be7 8. O-O-O O-O 9. h4 h6 10. Bf4 a5 11. Rdg1 a4 12. a3 Ng4 13. Rf1 Nd7 14. g3 Nb6 15. Ne5 Nxe5 16. dxe5 Nc4 17. Ne2 b5 18. g4 b4 19. axb4 Bxb4 20. g5 Bd2+ 21. Kb1 Qb6 22. b3 axb3 23. c3 Qa5,D01,Richter-Veresov Attack,5
1Rb8zwjl,False,2017-08-10 15:46:40,2017-08-10 15:46:40,53,mate,white,10+5,regicidal2,1635,snaek161616,1500,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bh5 7. g4 Nxg4 8. hxg4 Bxg4 9. Be2 Nc6 10. Be3 Bf5 11. a3 e6 12. Qd2 Bd6 13. O-O-O Qf6 14. Nb5 O-O-O 15. Bg5 Qg6 16. Bxd8 Rxd8 17. Nxd6+ Rxd6 18. Qe3 Bxc2 19. Nh4 Qf6 20. Kxc2 Nxd4+ 21. Kb1 c5 22. Nf3 Rb6 23. Nxd4 cxd4 24. Qxd4 Qxd4 25. Rxd4 f5 26. Rc1+ Kb8 27. Rd8#,D00,Blackmar-Diemer Gambit: Teichmann Variation,10
zJiScU54,True,2017-07-28 22:13:20,2017-07-28 22:13:20,52,mate,black,10+0,alkeal,1456,dr_perdyllo,1604,1. d4 d5 2. c4 dxc4 3. Nc3 e6 4. Nf3 Bb4 5. Qc2 Nf6 6. e3 Nd5 7. Bxc4 Bxc3+ 8. bxc3 Ne7 9. O-O a6 10. a4 O-O 11. Bd3 g6 12. Rd1 Nd5 13. e4 Nf4 14. Bb2 Nxd3 15. Qxd3 Nd7 16. c4 Nf6 17. e5 Nd7 18. d5 b6 19. dxe6 fxe6 20. Qe3 Qe7 21. h4 Qb4 22. Bd4 Qxc4 23. Rdc1 Qd5 24. Ng5 c5 25. Bb2 Bb7 26. Rd1 Qxg2#,D20,Queen's Gambit Accepted,4
Z4SG1Ob7,True,2017-07-21 23:33:20,2017-07-21 23:33:20,36,resign,black,10+0,joydivisions,1378,alkeal,1318,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Nc6 5. Qe2+ Be7 6. g3 Nf6 7. Bg2 Bg4 8. O-O O-O 9. Bg5 Bxf3 10. Bxf3 Re8 11. Bxd5 Nxd4 12. Qc4 Qxd5 13. Qxd5 Nxd5 14. Re1 Nxc2 15. Rxe7 Nxe7 16. Bxe7 Rxe7 17. Nc3 Nxa1 18. f4 Rd8,C00,French Defense: Knight Variation,3
8MfLGOXL,True,2017-06-27 19:00:00,2017-06-27 19:00:00,64,resign,black,10+0,alkeal,1500,jordanson,1487,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. Bg5 e6 5. e3 h6 6. Bh4 g5 7. Bg3 Nh5 8. cxd5 Nf6 9. Be5 cxd5 10. Bb5+ Nc6 11. Qa4 Bd7 12. Bxf6 Qxf6 13. Nf3 a6 14. Bxc6 Bxc6 15. Qb3 Bd6 16. Qc2 O-O 17. h3 b5 18. a4 b4 19. Nb1 Bb7 20. b3 a5 21. Nbd2 Ba6 22. Rc1 Rac8 23. Qb1 e5 24. dxe5 Bxe5 25. Nxe5 Qxe5 26. Nf3 Qe6 27. Qb2 Rfd8 28. Nd4 Qe4 29. Rc6 Rxc6 30. Nxc6 Rc8 31. Nd4 Qxg2 32. Kd2 Qxf2+,D10,Slav Defense #2,5
JAAIwQEV,True,2017-08-22 16:40:00,2017-08-22 16:40:00,65,resign,white,15+15,gr8_m8_m8_im_ir8,1714,karo1972,1709,1. d4 e6 2. e4 c5 3. d5 exd5 4. exd5 Nf6 5. c4 Bd6 6. Nf3 b6 7. Bd3 Bb7 8. Bg5 Qe7+ 9. Qe2 Qxe2+ 10. Bxe2 Ne4 11. Bd2 O-O 12. O-O b5 13. Bd3 Nxd2 14. Nbxd2 Re8 15. Rfe1 Na6 16. a3 Nc7 17. b3 Bf4 18. Ne4 d6 19. g3 Be5 20. Nxe5 dxe5 21. Nxc5 bxc4 22. bxc4 Ba6 23. d6 Ne6 24. Nxa6 Nd4 25. Nc7 Rad8 26. Nxe8 Rxe8 27. c5 f6 28. f4 Rc8 29. Kg2 Rxc5 30. fxe5 fxe5 31. Rad1 g6 32. Bb1 Rd5 33. Ba2,A43,Franco-Benoni Defense,5
DDTJ3Yeo,True,2017-08-19 19:13:20,2017-08-19 22:00:00,71,resign,white,15+15,ferrojimenez,1613,gr8_m8_m8_im_ir8,1729,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 cxd4 6. cxd4 Bb4+ 7. Bd2 Nge7 8. a3 Bxd2+ 9. Qxd2 O-O 10. Bb5 a6 11. Ba4 b5 12. Bb3 Qb6 13. O-O Nf5 14. Rd1 Bb7 15. g4 Nh6 16. h3 b4 17. axb4 Qxb4 18. Qxb4 Nxb4 19. Nc3 f6 20. exf6 Rxf6 21. Ne5 Rf4 22. Ne2 Re4 23. Ng3 Rf4 24. Kg2 Raf8 25. f3 Rc8 26. Ne2 Rff8 27. f4 Bc6 28. Kg3 Bb5 29. Nc3 Nf7 30. Nxb5 axb5 31. Ra5 Nd6 32. Nd7 Rf7 33. Nc5 Re7 34. Re1 Ne4+ 35. Nxe4 dxe4 36. Rxe4,C02,French Defense: Advance Variation |  Paulsen Attack,9
hn1NqGaN,True,2017-08-19 19:13:20,2017-08-19 19:13:20,50,resign,black,15+15,gr8_m8_m8_im_ir8,1731,schachlerno,2127,1. d4 g6 2. e4 Bg7 3. Nf3 d6 4. Be3 c6 5. Be2 Nd7 6. Nc3 a6 7. h4 h5 8. Ng5 e5 9. dxe5 dxe5 10. g4 hxg4 11. Bxg4 Ngf6 12. h5 Nxg4 13. Qxg4 Nf6 14. Qf3 Bg4 15. Qg3 Qe7 16. Nf3 Bxf3 17. Qxf3 Rxh5 18. O-O-O Rxh1 19. Rxh1 O-O-O 20. Bg5 Qe6 21. Bxf6 Qxf6 22. Qxf6 Bxf6 23. Rh7 b5 24. Rxf7 Bg5+ 25. Kb1 b4,B06,Robatsch (Modern) Defense,4
33xKIuG7,True,2017-08-18 15:26:40,2017-08-18 18:13:20,54,mate,black,15+15,gr8_m8_m8_im_ir8,1739,samangan20,1840,1. d4 e6 2. c4 Nf6 3. Nc3 c5 4. d5 exd5 5. cxd5 d6 6. e4 Be7 7. g3 O-O 8. Bg2 Bg4 9. Nf3 Nbd7 10. O-O a6 11. a4 Ne5 12. Re1 Rc8 13. h3 Bh5 14. g4 Nfxg4 15. hxg4 Bxg4 16. Bf4 f5 17. Bxe5 dxe5 18. Qc2 Bxf3 19. Bxf3 f4 20. Bg4 Rc7 21. Kf1 Bd6 22. f3 c4 23. a5 Qh4 24. Na4 Bb4 25. Rec1 Qh1+ 26. Ke2 Qg2+ 27. Kd1 Qf1#,A65,Benoni Defense: King's Pawn Line,11
tKZv5wGC,True,2017-08-12 20:33:20,2017-08-12 20:33:20,76,mate,black,15+15,nimaaa73,1760,gr8_m8_m8_im_ir8,1718,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 cxd4 5. cxd4 Nc6 6. Nf3 Bb4+ 7. Nc3 Nge7 8. Bb5 Nf5 9. Qa4 Bxc3+ 10. bxc3 Bd7 11. Ba3 a6 12. Bxc6 Bxc6 13. Qb4 Bb5 14. Nd2 Rc8 15. Nb3 b6 16. Nd2 Qc7 17. g4 Ne7 18. f4 Nc6 19. Qd6 Na5 20. Qxc7 Rxc7 21. Rc1 Kd7 22. Kf2 Rhc8 23. Bb4 Nc4 24. Nxc4 Rxc4 25. Rb1 a5 26. Bxa5 bxa5 27. Rxb5 Rxc3 28. Rxa5 Rd3 29. Ra7+ Ke8 30. Rb1 Rxd4 31. Ke3 Rdc4 32. a4 Rc3+ 33. Kf2 Kf8 34. a5 Rc2+ 35. Kg3 Ra2 36. Rbb7 Rc3+ 37. Kh4 Rxh2+ 38. Kg5 h6#,C02,French Defense: Advance Variation #2,7
c2WR287x,True,2017-08-12 17:46:40,2017-08-12 17:46:40,61,resign,white,15+15,antonio48,1708,gr8_m8_m8_im_ir8,1729,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Bb5 a6 6. Bxc6+ bxc6 7. Nf3 c4 8. O-O Ne7 9. b3 cxb3 10. axb3 Nf5 11. b4 a5 12. bxa5 Rxa5 13. Rxa5 Qxa5 14. Qb3 Ba6 15. Re1 Qc7 16. Ba3 Be7 17. Bxe7 Kxe7 18. Qb4+ Kd7 19. Nbd2 Rb8 20. Qa3 Bd3 21. Ra1 Qb7 22. h3 h5 23. Ng5 f6 24. Nf7 Qb2 25. Nf3 Bc4 26. Nd6 Be2 27. Nxf5 exf5 28. Qd6+ Ke8 29. Qxc6+ Kf8 30. Qd6+ Ke8 31. Ra7,C02,French Defense: Advance Variation,8
MIapptBf,True,2017-08-12 15:00:00,2017-08-12 15:00:00,53,resign,white,15+15,gr8_m8_m8_im_ir8,1721,tiberius64,1643,1. d4 d5 2. c4 e6 3. Nf3 f6 4. Nc3 Bb4 5. Qc2 Ne7 6. e3 a6 7. Bd3 Bxc3+ 8. bxc3 Nf5 9. cxd5 Qxd5 10. c4 Qc6 11. O-O O-O 12. Ba3 Re8 13. Rfb1 Qd7 14. g4 Nxe3 15. fxe3 e5 16. Bxh7+ Kh8 17. Bf5 Qf7 18. Bxc8 Rxc8 19. dxe5 b6 20. Qf5 Re8 21. Bb2 Qxc4 22. exf6 Re4 23. fxg7+ Kg8 24. Qf8+ Kh7 25. Qh8+ Kg6 26. g8=Q+ Qxg8 27. Qxg8+,D30,Queen's Gambit Declined,4
J2GvS4LK,True,2017-08-12 15:00:00,2017-08-12 15:00:00,24,resign,black,15+15,akutt52y,1707,gr8_m8_m8_im_ir8,1712,1. e4 e6 2. d4 d5 3. Nd2 c5 4. c3 Nc6 5. Ngf3 Qb6 6. Bd3 cxd4 7. cxd4 Nxd4 8. Nxd4 Qxd4 9. Nb1 Bb4+ 10. Bd2 Qxd3 11. Bxb4 Qxe4+ 12. Kf1 Qxb4,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7
